Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A3IL	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr2-159326172-160326171	0.97629	0.919118	1.3579	0.696864	0.429448	0.641026	1.0989	0	1.47601	0.362319	0.410678	0.615385	0.756144	0.595238	0.435161
chr2-160326172-161326171	0.964187	1.6129	1.47638	0.772201	0.249221	0	0.613497	0	0.70922	0	0.93985	0	0.956023	0.306748	0.177936
chr2-161326172-162326171	1.01892	0.362319	1.07949	0.687285	0.390879	0	0.299401	0.3367	0.738007	0	2.21402	0	0.6	0	0.27959
chr2-162326172-163326171	0.442478	0.956023	1.06589	0.887574	0.91683	1.4245	0.914634	0.78125	0.42735	1.23457	2.68199	1.49254	0.632911	1.45773	2.02643
chr2-163326172-164326171	0.984529	0.416667	0.802407	0.404858	1.30548	0.917431	0.862069	1.09489	0	1.09489	2.2449	1.59236	1.07527	1.75439	2.17195
chr2-164326172-165326171	1.4245	1.06007	1.2884	1.1583	0.958248	1.18694	0.549451	0.460829	0.760456	0.389105	2.57426	0.900901	0.579151	0.331126	1.10396
chr2-165326172-166326171	0.85592	0.749064	1.07949	0.334448	0.608108	0.714286	0.923077	0.714286	0.35461	1.21457	0.744879	0.611621	0.862069	0.309598	0.453721
chr2-166326172-167326171	1.44357	0.756144	1.28586	0	0.770218	0.302115	1.19048	0.729927	0.689655	0.358423	1.92308	0	0.18622	1.13636	1.11317
chr2-167326172-168326171	0.699301	1.46252	1.0989	0.732601	2.16802	3.1339	2.53968	0.743494	0.423729	2.27273	2.04842	3.40557	2.99065	3.367	2.36014
chr2-168326172-169326171	0.556328	0.566038	1.35993	1.06762	0.671592	2.34899	1.69492	0.363636	0.746269	0.760456	0.787402	2.02703	2.37069	0.923077	1.25561
chr2-169326172-170326171	0.577201	2.0073	1.51229	0.342466	0.760456	0.917431	0.3003	1.44404	1.13208	1.12782	0.188679	0.593472	0.753296	0.33557	0.735294
chr2-170326172-171326171	0.990099	0.735294	1.25604	0.675676	0.520833	0.30303	0.286533	0.346021	0.641026	0	0.194932	0.923077	0.917431	0.296736	0.581395
chr2-171326172-172326171	0.782269	1.05448	0.981354	0.653595	0.598086	0	0.643087	0.746269	0.315457	0.325733	0.179856	0	0.192308	0	0.33557
chr2-172326172-173326171	1.00719	0.753296	1.04167	0.996678	0.366972	0.847458	0.864553	0.323625	0.321543	1.24481	0.579151	0.588235	1.35659	0.527704	0.518135
chr2-173326172-174326171	0.420757	0.88968	1.09019	0.692042	0.857843	0.630915	1.38504	0	0.321543	0.3663	0.376648	0.641026	1.07527	0.60423	0.458716
chr2-174326172-175326171	0.664011	0.880282	1.52381	1.3289	0.753769	0.2849	0.27027	0	0.952381	1.50376	0.392927	0.617284	0.575816	0	1.10092
chr2-175326172-176326171	1.26939	1.15163	0.567108	1.48148	0.690521	1.16959	0.578035	0.677966	0.362319	1.79856	0.382409	1.21581	1.32325	1.30293	0.899281
chr2-176326172-177326171	0.851064	1.03448	0.869565	1.3245	1.03761	0.278552	0.817439	0.692042	0.696864	1.47059	1.26812	0.890208	1.2987	1.62338	1.08108
chr2-177326172-178326171	0.44843	0.604839	1.64729	0.346021	1.01976	1.21951	0.3125	0	0.344828	2.16606	0.383142	0.643087	0.829876	0.600601	0.618921
chr2-178326172-179326171	0.595238	0.562852	0.891972	1.7301	1.0582	0.660066	0.636943	0	0	1.1811	0.94518	1.46628	0.608519	0.890208	1.2987
chr2-179326172-180326171	0.750751	2.09524	1.51947	0.363636	1.04235	0.581395	0.557103	0.682594	0	0.784314	1.94346	1.22699	1.29032	1.33779	1.61725
chr2-180326172-181326171	0.716332	1.11524	1.06178	1.10701	0.973574	0.625	0.568182	0.70922	0.396825	1.19048	1.45455	0.600601	1.77165	1.03806	1.25448
chr2-181326172-182326171	1.0355	1.46751	0.441306	0.77821	0.957592	0.864553	0.892857	0.78125	0.380228	1.58103	1.09689	1.46199	1.25	1.44404	0.718778
chr2-182326172-183326171	1.33136	1.08893	1.01664	1.21951	0.811908	0.613497	1.30719	0	0.408163	1.10294	1.2987	2.4024	0.972763	1.61812	1.73675
chr2-183326172-184326171	0.739645	1.48423	0.800712	0.347222	0.520156	1.2012	0.613497	0.359712	1.01695	0.772201	0.992063	0.285714	0.772201	2.24359	1.21212
chr2-184326172-185326171	0.823045	1.5534	0.894632	0.398406	0.84686	0.862069	0.607903	0.389105	0.37037	2.3166	3.40426	2.1148	1.03734	1.88088	2.77056
chr2-185326172-186326171	1.57593	0.796813	1.06383	0.348432	1.88285	2.2293	1.80723	0.722022	0.877193	0.724638	1.38067	2.42424	1.41414	2.53165	2.97984
chr2-186326172-187326171	1.22616	0.398406	1.22066	0.787402	1.12882	1.18343	1.14613	0.743494	0.393701	0.847458	1.54739	1.31579	1.18343	0.903614	0.88968
chr2-187326172-188326171	1.21786	1.34615	1.30391	0.729927	1.01971	0.543478	0.996678	0.348432	0	0	1.81818	0.302115	0.632911	0.30581	1.49953
chr2-188326172-189326171	0.718391	0.792079	0.849057	1.76056	1.18138	0.3003	0.864553	0	0.711744	1.07143	2.90698	2.2508	1.13122	0.993377	2.19684
chr2-189326172-190326171	0.292398	1.10906	1.30475	1.18577	1.1502	0.569801	2.71903	0.398406	0.355872	0.406504	1.25	1.1976	2.09644	2.91971	1.41844
chr2-190326172-191326171	0.833333	1.21212	1.27701	1.26582	0.327225	1.22324	0.294985	0.403226	0.3367	0.740741	0.582524	0.60423	0.747664	1.2987	0.192123
chr2-191326172-192326171	0.521512	1.3834	0.990099	0.384615	0.430504	0.677966	0.911854	0.322581	0.342466	1.81818	0	0.874636	1.11111	0.325733	0.62333
chr2-192326172-193326171	0.995733	1.34615	0.841121	0.348432	0.926539	2.39726	0.879765	0	1.48148	0.769231	0.92081	1.24611	1.38889	0.729927	0.815217
chr2-193326172-194326171	0.956284	1.91205	1.3624	1.11524	2.49653	3.62538	2.83019	2.47934	2.28137	2.8	3.11284	5.03356	3.23276	4.51613	2.45184
chr2-194326172-195326171	0.875912	1.6129	1.78759	0.704225	2.84525	4.89297	1.82371	1.07527	2.84553	2.85714	2.5641	5.88235	2	4.25532	3.8282
chr2-195326172-196326171	0.734214	1.12994	1.11524	0.735294	1.97601	3.39506	1.5015	0.746269	1.26582	2.19298	1.63636	3.2967	1.62272	2.99401	1.91205
chr2-196326172-197326171	0.42735	1.30112	1.25725	0	0.390117	0	1.1396	0.675676	0.338983	0.77821	1.31332	0.3125	0.804829	0.33557	0.783972
chr2-197326172-198326171	0.587372	0.750469	0.488281	0.664452	0.4884	1	0.890208	0.37594	0.649351	0.363636	0.596421	0	0.790514	1.25786	0.678541
chr2-198326172-199326171	0.13947	2.16963	1.88088	1	1.18421	0.890208	2.25806	1.03093	0	0.729927	1.91939	1.53374	1.38067	0.298507	1.98962
chr2-199326172-200326171	1.04948	1.71429	1.15607	0	1.48048	2.5974	2.2082	0.696864	0.772201	0.77821	3.29457	1.28617	2	1.94175	2.85714
chr2-200326172-201326171	0.143678	0.208768	0.662879	0	0.728477	0.56338	0.895522	0.727273	0	0.754717	0.192308	0.609756	0.540541	0.325733	0.919118
chr2-202326172-203326171	0.682128	0.5386	1.02326	2.20588	0.642523	0.271739	0.257732	0.625	0	0	0.367647	1.25	0.53286	0.289017	0.172265
chr2-204326172-205326171	1.03397	1.59363	1.00825	0.714286	0.56005	0	0.531915	0	0.355872	0.359712	0.189036	0	1.04167	1.06762	1.08108
chr2-205326172-206326171	0.674764	0.578035	2.05415	0.78125	1.25413	0.810811	1.21212	1.20482	0	0.680272	1.65138	0.31348	0	1.00334	1.05634
chr2-206326172-207326171	0.573066	0.919118	0.735294	0.337838	0.539892	0.294118	0.625	0.680272	1.28617	0.363636	0.924214	0	0.980392	0.983607	0.624442
chr2-207326172-208326171	0.409836	1.94175	1.99005	1.89394	0.673401	0.299401	0.867052	0	0.325733	1.48148	0.37594	1.2012	0.562852	0.920245	0.884956
chr2-208326172-209326171	0.985915	1.1976	1.9039	0.343643	0.844391	0	0.297619	0.649351	0.308642	0.769231	0.558659	0.306748	0.570342	0.920245	0.895255
chr2-210326172-211326171	1.0101	1.26316	0.65666	0.763359	1.11622	0	0.943396	0.75188	1.12782	0.772201	0.775194	1.35593	0.187617	1.01695	1.33571
chr2-211326172-212326171	0.28777	1.2963	0.56926	1.02041	1.24672	0.27248	0.634921	1.49813	1.04895	0.826446	0.763359	0.611621	0.401606	1.00671	1.5625
chr2-213326172-214326171	0.712251	1.57068	0.931099	0.362319	1.08622	0.819672	0.80429	0	0	0.760456	0.965251	0.328947	0.206612	0.955414	0.545455
chr2-215326172-216326171	1.19048	0.686106	0.279851	0.364964	0.779221	0	0	1.36054	0.3367	0	0.915751	0.934579	0.385356	0.327869	0.610288
chr2-216326172-217326171	0.840336	0.782779	0.389484	0.826446	0.65445	0.649351	0.797872	0.711744	0.361011	0.743494	0.528169	0.268097	0.400802	0.917431	0.259516
chr2-217326172-218326171	0.994318	0.785855	0.497018	0.373134	0.612745	0.296736	1.89189	0.346021	0.680272	1.2945	0.878735	0.547945	1.33588	1.25392	0.441696
chr2-218326172-219326171	0.518135	1.40562	0.490196	0	0.628571	0	1.08992	0	1.93548	0.348432	0.34188	0.555556	0.179533	0.864553	0.61296
chr2-219326172-220326171	0.52356	0.684932	0.729262	0.341297	0.832871	0.552486	1.0929	0	0	0.321543	0.634921	0.58651	0.356506	0.293255	0.501253
chr2-220326172-221326171	0.935829	0.900901	0.369686	0.37037	0.611995	0	0.867052	0	0.319489	0.342466	0.725953	0.566572	0.742115	0.303951	0.540054
chr2-221326172-222326171	1.22511	1.52381	0.673077	0.696864	0.590164	0.611621	0	0.341297	0.763359	0.37594	0.179856	1.24611	0.380228	0.738007	0.624442
chr2-222326172-223326171	0.580552	1.18243	0.287356	0.380228	0.646412	0.296736	0.519481	0.347222	1.02389	1.15385	0.56926	1.26582	0.749064	0.943396	0.696864
chr2-223326172-224326171	0.729927	1.49533	0.382409	0	0.652316	0	0.289017	0	0	0.716846	0.190114	0.287356	0.552486	0.600601	0.533808
chr2-224326172-225326171	0.409277	1.83486	1.05769	1.49254	0.508582	0.600601	0	0.333333	0.743494	0.369004	0.56391	0.925926	0.990099	0.326797	0.904977
chr2-225326172-226326171	1.0479	1.7452	0.284091	1.16279	0.900322	1.18694	1.53846	0	0	0.378788	0.188679	0.306748	1.38614	0.96463	0.733945
chr2-226326172-227326171	0.870827	1.35135	0.380952	0	0.40678	0.303951	0.598802	0.347222	0.746269	0.380228	0.194553	1.33779	1.18577	0	0.442087
chr2-227326172-228326171	1.51515	1.43113	0.496524	0.357143	0.5	0	1.58228	0.362319	0.337838	0	0.549451	0.641026	0.199203	0.359712	0.830258
chr2-228326172-229326171	0.137552	0.369004	0.895522	0.694444	1.15756	0.847458	0.282486	0.377358	0.955414	2.18182	1.94553	0.859599	0.749064	0.677966	0.929839
chr2-229326172-230326171	1.12994	0.393701	0.960615	0.3367	0.974659	1.28617	2.33918	0.408163	1.0453	0.398406	1.97628	1.95531	0.746269	2.37288	1.65794
chr2-230326172-231326171	0.670241	1.35922	0.363636	0	0.415184	0.296736	1.17994	0	0.655738	0.337838	0.578035	0.277778	0.185874	1.59236	1.07705
chr2-231326172-232326171	0.63857	1.13269	0.570342	0.977199	0.630372	0.584795	1.07817	0	0.589971	0.331126	0.184843	0.828729	0.187617	0.619195	0.432526
chr2-234326172-235326171	0.593472	1.0142	0.597015	0.355872	0.650503	0.310559	0.569801	0	0.3125	0	0.545455	0.574713	0.711744	1.30719	0.810811
chr2-235326172-236326171	0.544218	1.13422	0.388727	0.331126	0.685714	0.600601	1.15607	0	0.595238	0	0.364964	0.284091	0.361011	0.268097	0.704225
chr2-236326172-237326171	1.23967	0.671141	0.478927	0.671141	0.533903	0	0.78329	0.595238	0.705882	1.67224	0.530035	0.60423	0.358423	0.27027	0.773861
chr2-237326172-238326171	0.666667	0.575816	0.0951475	0.645161	0.291545	0	0.530504	0.331126	0.949367	1.09489	0.724638	0.295858	0.693241	0.613497	0.517688
chr2-238326172-239326171	1.23762	1.81818	0.363306	1.26582	0.326442	0.578035	1.25945	0	0.497512	0.955414	0.511073	0.265252	0.180832	0.57971	0.157233
chr2-239326172-240326171	0.961538	0.838926	0.197433	1.69492	0.753904	0.864553	0.529101	0	0.990099	0.958466	0.847458	0.26738	0.172712	1.11421	0.96831
chr2-240326172-241326171	0.839161	1.23457	0.0968992	0.671141	0.596529	0.854701	1.02828	0	0.540541	1.49254	0.505902	1.97183	0.518135	2.7027	0.876424
chr2-241326172-242326171	0.587544	0.474684	0.827967	0	0.714967	0.248139	0.230415	0	0.649351	0.828729	0.818331	0.253165	0.460829	0.555556	0.402901
chr20-1010001-2010000	0.65703	0.34904	1.00917	1.51976	0.744879	0.970874	0.536193	0.653595	0.3367	0.766284	1.24113	0	0.88968	0.323625	0.343053
chr20-2010001-3010000	0.794702	1.59292	0.720072	0.983607	0.908059	0.569801	0.251889	0.319489	0	1.7301	0.326264	1.10193	0.535714	0.318471	0.341006
chr20-4010001-5010000	0.417827	0.525394	0.925926	1.43369	0.862565	1.19048	0.27248	1.26183	1.22324	0.714286	0.767754	0.549451	0.927644	0.284091	0.581879
chr20-5010001-6010000	1.53417	1.30112	1.35135	0.632911	0.416171	0.60423	0.842697	0	0.291545	0.719424	0.179533	0.615385	0.764818	1.18694	0.441306
chr20-6010001-7010000	1.12835	0.938086	0.965251	2.53623	1.0356	1.81269	0.906344	0	0.749064	1.80505	0.390625	0.573066	0.976562	1.14286	1.15146
chr20-7010001-8010000	0.860832	0.19685	1.19485	1.50943	0.972763	2.8481	1.73913	1.1236	1.1236	0.413223	1.64835	2.04082	0.374532	2.4055	2.00547
chr20-8010001-9010000	1.37931	0.819672	1.05634	3.38346	0.646831	1.14286	0.561798	0.727273	1.07143	0.840336	0.589391	2.57235	1.43737	1.58228	1.01289
chr20-9010001-10010000	0.848656	1.32325	0.872939	0.711744	0.915631	1.83486	1.45349	2.22222	1.3468	2.33463	0.403226	0.666667	1.13636	1.03093	1.25448
chr20-10010001-11010000	1.38889	1.85185	0.645756	1.83824	0.645161	0	0.589971	1.88088	1.37457	0	0.770713	0.304878	1.17878	0	0.78534
chr20-11010001-12010000	1.17302	0.952381	1.02326	1.50376	0.85639	0.584795	1.25	2.00803	0.803213	0.790514	0.394477	0.928793	0.994036	0.611621	0.707339
chr20-12010001-13010000	1.62482	0.785855	1.2218	0.367647	1.26414	1.43266	0.311526	0.806452	1.44404	0.413223	1.1811	1.3468	0.808081	0.993377	1.16279
chr20-13010001-14010000	1.19205	0.899281	0.984252	1.74825	1.1236	0.946372	1.13314	1.72414	0.746269	1.07527	0.353982	0.568182	1.20724	1.5528	1.06762
chr20-16010001-17010000	1.81564	1.17647	1.20818	1.41844	0.719895	1.55763	1.7341	1.55642	0	0.346021	0.389105	1.40449	0.201207	0.914634	1.08893
chr20-17010001-18010000	1.24654	0.760456	1.18694	0.327869	0.839329	0.852273	1.39276	0.958466	0	0.958466	0.753296	1.16959	1.65746	0.589971	1.29983
chr20-18010001-19010000	1.43266	1.10294	0.657895	0.754717	0.665054	0.297619	0	1.40845	0.701754	2.0339	0.754717	0.56338	0.750469	0.925926	0.974314
chr20-19010001-20010000	0.795756	1.21317	1.20818	1.17647	0.610501	0.280112	0.914634	0.358423	1.87266	0	0.877193	1.1976	0.779727	0.302115	1.46654
chr20-20010001-21010000	1.33511	1.2	0.926784	0.338983	0.626174	0.581395	0.56338	1.37457	1.08303	1.37931	0.357782	2.589	0.769231	0.326797	0.855432
chr20-21010001-22010000	1.15108	0.533808	0.768492	0.75188	1.33488	1.18694	0.847458	1.64474	0.630915	0.3861	1.91939	0.903614	0.739372	0.887574	1.87394
chr20-22010001-23010000	0.868307	1.43149	0.998004	2.44755	0.943396	1.50602	1.75953	1.04167	0.996678	0.787402	1.07914	2.72727	1.72084	0.732601	1.18544
chr20-23010001-24010000	1.60428	1.11524	1.29353	1.01695	0.498132	0.284091	0.56338	1.70068	0.974026	1.06383	0.19305	0.890208	1.19658	0.292398	0.549954
chr20-24010001-25010000	0.840336	0.866551	1.0101	1.14504	0.477612	1.15607	0.619195	2.65781	0.291545	0.367647	0.184843	0.3125	1.13422	0.539084	1.38768
chr20-30369570-31369569	0.853485	0.684932	0.744879	2.23642	1.09469	0.275482	0	0	0	0.655738	0.505902	0	0.180505	1.17302	0.934579
chr20-31369570-32369569	1.21951	1.31363	0.833333	0.711744	0.823271	0.815217	0.557103	2.2293	0.514139	1.3245	0.179856	0.266667	1.01868	0	0.49505
chr20-35369570-36369569	1.50068	0.347222	0.990991	2.02703	0.611451	1.84049	1.52284	1.3289	1.0989	2.0649	0.880282	0.619195	0.753296	0.862069	0.61296
chr20-36369570-37369569	0.953678	1.23457	0.738689	0.31348	0.744133	0.595238	0.581395	0	0.869565	0.352113	0.3861	0.558659	0.491803	0.57971	0.339271
chr20-37369570-38369569	2.31214	1.13852	0.650558	0.706714	1.0551	0.925926	2.04604	0.358423	0.986842	1.76678	1.34357	1.25786	1.48699	1.23839	1.28795
chr20-38369570-39369569	1.42653	1.35135	1.85728	1.94553	0.873069	0.325733	0.555556	2.4055	1.03448	1.35593	1.31332	0.293255	0.560748	2.31214	1.22058
chr20-39369570-40369569	1.54278	2.52918	1.50943	0.358423	0.715564	1.19048	0.573066	0	0	0.704225	0.36036	0.895522	1.08696	0.835655	0.578035
chr20-40369570-41369569	1.55148	0.948767	1.12676	1.0989	2.17809	1.45773	1.84615	1.16279	2.31788	1.1236	1.82927	1.17647	0.904159	2.32558	2.485
chr20-41369570-42369569	1.66436	1.49254	1.28458	1.30293	1.09195	0.273973	1.32626	1.67785	0.952381	0.996678	1.07335	1.15607	1.0327	0.914634	2.51518
chr20-42369570-43369569	1.24654	0.88968	0.851466	1.03093	0.745413	0.271003	1.64835	0.316456	0.277008	0	0.534759	0.842697	0.919118	0.625	0.854701
chr20-43369570-44369569	0.393185	1.42857	1.31181	0.350877	0.761905	0.58651	0.58651	0.359712	0.615385	0.714286	0.181159	0.561798	0.727273	0.632911	1.04076
chr20-44369570-45369569	1.82768	0.718133	0.849057	0.704225	0.878156	0.824176	0.738916	0.617284	0.568182	0.914634	0.324149	0	1.45455	0.294118	0.333611
chr20-45369570-46369569	1.25	0.862069	1.4218	2.07612	0.644028	0.890208	0.890208	0.288184	0.630915	0.322581	0.883392	0	0.530035	0	0.526316
chr20-46369570-47369569	1.57895	0.983607	1.17117	1.09091	1.11235	0.833333	1.13636	0	1.12994	1.16959	1.14943	1.5873	0.775194	0.306748	1.76835
chr20-47369570-48369569	0.797872	0.869565	0.384246	0	1.17096	0.864553	0.537634	0.664452	0.584795	0.643087	0.193798	0.280112	0.350877	0.307692	0.592217
chr20-48369570-49369569	0.793651	1.28676	0.543971	1.35593	0.426212	0.56338	1.3369	0	0.740741	1.25392	0.938086	0	1.0101	0.852273	1.02215
chr20-49369570-50369569	1.28388	1.51007	1.33588	1.48368	0.275482	0.974026	1.81818	1.11111	0.793651	1.1976	0.724638	0.595238	0.550459	0.621118	0.754401
chr20-50369570-51369569	0.142045	0.910747	1.25673	1.34228	0.925926	0.296736	1.74927	1.21951	1.51976	2.07612	0.392927	0.278552	1.34875	0.9375	1.26689
chr20-51369570-52369569	1.02639	1.70455	0.833333	2.15054	0.536673	1.49701	0.60423	0.348432	1.14943	0.34965	0.56926	0	0.770713	1.23457	0.947867
chr20-52369570-53369569	1.26761	0.837521	1.06589	1.42857	1.01523	1.27796	0.303951	0	1.31148	0.362319	0.397614	0.595238	0.986193	2.8481	0.713649
chr20-53369570-54369569	1.85449	1.04603	1.48976	1.2987	1.61404	1.46199	1.43678	0.383142	2.43056	1.04895	1.72084	0.892857	1.11524	2.78746	1.20706
chr20-54369570-55369569	1.10193	0.664452	0.932836	1.71821	1.10227	1.15607	0.797872	0.657895	1.68919	0.692042	0.900901	1.88088	1.38614	0.600601	1.35823
chr20-55369570-56369569	1.03627	0.340136	1.87441	0	0.488865	1.13636	0.775194	0.303951	1.36612	0.347222	0.829187	0.293255	0.686106	1.03093	1.1839
chr20-56369570-57369569	1.11888	1.01868	0.968054	2.16606	0.864865	1.06383	0	0.316456	0.852273	0.653595	0.528169	1.42857	1.41343	0.571429	1.14473
chr20-57369570-58369569	0.714286	1.74825	0.661626	1.71233	1.08447	0.810811	0.564972	1.88679	0.530504	0	2.0202	2.80112	1.98556	1.16959	1.05448
chr20-58369570-59369569	0.562588	1.96078	1.04662	1.55039	1.46252	2.24719	2.65487	2.71903	1.05263	1.48699	2.07547	0.326797	2.57937	1.24224	1.68739
chr20-59369570-60369569	2.08605	1.20275	0.724638	1.04895	1.65472	0.767263	1.32626	0.609756	0.26455	1.65563	2.43902	1.17647	1.66389	1.47493	2.17028
chr20-61369570-62369569	0.972053	1.36364	0.61296	1.7094	1.21339	0.884956	1.26582	0.505051	0.553506	1.53453	0.881057	0.483092	2.00927	0.759494	0.692308
chr21-16288130-17288129	0.797872	0.792079	0.861244	1.36054	0.862069	0	0.316456	0	0	1.16732	1.16505	0.884956	1.23457	1.31148	0.347222
chr21-17288130-18288129	1.17647	0.761905	1.27701	0.719424	1.06738	3.56083	1.69492	0.352113	1.77936	1.85185	2.54403	0.854701	1.01215	0.917431	1.64234
chr21-19288130-20288129	1.42857	1.51803	1.56556	1.07143	1.78694	2.88184	4.74777	1.18577	1.60643	2.32558	4.27184	1.60256	0.390625	3.06122	2.2007
chr21-20288130-21288129	1.31004	1.86567	0.746965	1.7301	3.88158	5.92105	4.38871	0.711744	3.62319	3.07692	3.32681	5.45455	2.43902	2.43902	2.95858
chr21-21288130-22288129	1.5873	1.40845	1.29096	1.3289	3.48684	4.29448	2.49307	0.729927	4.08163	2.59259	4.98084	5.77508	2.58964	6.16438	4.29448
chr21-22288130-23288129	1.90217	0.188324	1.17329	1.0274	2.582	2.45399	2.65487	1.09489	1.82482	1.43885	2.55009	2.35294	2.03252	3.90071	2.97398
chr21-23288130-24288129	1.40252	2.1097	1.44231	1.10701	3.37972	4.55927	2.09581	0	2.73438	3.73444	1.95312	3.49462	1.80723	3.69231	3.28597
chr21-24288130-25288129	2.42857	2.34657	2.05882	0.636943	4.50686	3.36391	4.69208	1.31579	2.42215	3.73444	2.84553	4.01235	2.61569	4.14013	3.76812
chr21-25288130-26288129	0.860832	1.89003	1.6	2.10526	2.61745	5.6962	4.43787	0.367647	4.11523	3.32103	3.20755	3.9604	2.96443	2.77778	3.8565
chr21-26288130-27288129	0.883652	0.94162	0.993049	1.19048	1.63613	2.37389	2.61628	1.44404	1.8315	2.88066	3.66089	2.94985	1.13208	1.33333	2.93839
chr21-27288130-28288129	1.45695	0.875657	1.49254	0.4	1.61394	1.51057	1.08401	0.334448	1.5873	0	1.98198	1.45349	1.3834	1.31579	1.40351
chr21-28288130-29288129	1.4771	1.10294	1.50235	0.381679	1.36476	2.67857	2.33918	0.719424	2.16606	1.70213	1.70455	0.338983	1.00604	0.58651	1.69794
chr21-29288130-30288129	1.59652	1.35922	1.07738	0.3367	1.0596	0.675676	0.869565	0.769231	1.55642	0	1.81087	0.287356	1.20724	0.70922	1.23566
chr21-30288130-31288129	0.690608	1.72414	0.606061	0.684932	1.11842	2.48447	0.289017	0	1.77305	2.55474	1.02669	1.04895	0.205761	0.591716	1.09589
chr21-31288130-32288129	1.18871	1.53257	0.478011	0.684932	1.04781	2.75862	1.21581	0.772201	1.81159	3.26531	3.43434	2.7439	2.69151	1.92926	2.35294
chr21-32288130-33288129	1.60428	0.761905	1.35135	1.47059	0.88968	0.593472	0.852273	0.687285	0.271003	0.684932	0.886525	0.58651	0.773694	1.62338	0.876424
chr21-33288130-34288129	0.699301	0.739372	1.11421	0.704225	0.657109	0.607903	0.564972	0	0.291545	0.706714	0.715564	0.923077	0.724638	0.600601	0.438982
chr21-34288130-35288129	1.21951	1.58451	1.06589	0.77821	0.736127	0.28169	0.505051	0	0.862069	0	0.353982	0.557103	0.915751	1.3587	0.86881
chr21-35288130-36288129	0.66313	0.848896	0.895255	0.671141	0.477042	1.44928	0.573066	0	0.647249	1.5625	0.343053	0.931677	0.892857	0.874636	0.874891
chr21-37288130-38288129	2.00803	2.11268	0.843486	0.299401	0.510204	0.813008	1.23457	0	0.58309	1.6835	0.520833	0	0.529101	0.299401	0.420521
chr21-38288130-39288129	1.35135	0.690846	1.75763	0.361011	0.550796	2.18579	1.10497	0.348432	0.692042	0.342466	0.847458	0.914634	1.45719	0.653595	0.177148
chr21-39288130-40288129	1.56919	1.43369	0.807265	0.333333	0.641849	0.84507	1.16279	0.363636	0	0.694444	0.355872	1.28205	0.828157	0.316456	0.61674
chr21-40288130-41288129	1.01781	0.356506	1.45208	0.638978	0.708383	0.284091	0	1.16732	0.597015	1.03806	0	0.900901	0.189036	1.15274	0.534283
chr21-41288130-42288129	0.573888	1.0453	1.3766	0	1.62553	1.04439	0.576369	0.722022	0.626959	1.15385	1.71429	0.925926	1.76991	0.898204	1.2931
chr21-43288130-44288129	0.871731	0.169205	1.19705	0.318471	0.592593	0.527704	0	0.293255	0.248756	0	0.337838	0.280899	1.16279	0	0.477327
chr21-45288130-46288129	0.584795	1.00334	1.45175	0.666667	0.6244	0.742574	0.442478	0	0.849257	0.289017	0.815661	0.573066	0.953895	0.705882	1.51388
chr21-46288130-47288129	0.598086	0.465839	0.454133	0.615385	0.861244	1.05263	0.712589	0.573066	1.04822	1.36612	1.28617	1.03627	0.793651	0.512821	1.3245
chr22-19000001-20000000	0.682128	2.01005	0.44843	1.3245	0.547536	0.26178	0.230415	0.297619	0.738916	0.872093	1.23457	0	1.07858	1.5625	0.495458
chr22-23000001-24000000	0.777202	0.192308	0.284091	0	0.953984	0.530504	0.773196	0.315457	1.4245	0.955414	0.837521	1.11732	0.490998	0.286533	0.328947
chr22-26000001-27000000	0.437318	1.25	0.267618	1.19048	0.811124	0.266667	1.85676	0.346021	0.549451	1.34228	1.08499	0.581395	2.13904	0.552486	0.536673
chr22-27000001-28000000	1.05263	0.176678	0.281955	0	0.706714	0.307692	1.35135	2.15054	0.660066	2.41379	1.82119	1.2945	1.74419	0.895522	1.32042
chr22-28000001-29000000	1.43885	0.718133	0.769231	0.333333	0.681959	0.643087	0.27027	0	0.898204	0.359712	0.369686	0.593472	0.561798	0.651466	0.78534
chr22-30000001-31000000	1.43229	1.76678	0.888099	0.364964	0.712719	0.280112	0.810811	0	1.06383	1.30293	0.3663	0.546448	0.35461	0.299401	0.713649
chr22-33000001-34000000	1.67131	1.93322	0.463822	0.692042	1.12559	0.306748	1.91257	0.986842	0.917431	1.02389	0.904159	0.302115	0.897666	0.621118	0.259516
chr22-34000001-35000000	0.947226	1.71756	0.484027	0	0.671141	0.326797	0.623053	0	0.884956	1.04167	0.917431	0.615385	0.738007	1.62866	0.623886
chr22-35000001-36000000	2.06986	2.72727	0.469925	0.615385	0.711744	1.13314	0.779221	0.341297	0.958466	0.668896	0	0	1.55642	0.837989	0.269542
chr22-36000001-37000000	0.835655	1.52381	0.933707	0.696864	0.841279	0.249377	0	0	0.534759	1.00671	0.531915	0.30303	0	0.557103	0.517688
chr22-37000001-38000000	1.43979	1.04712	0.556586	0	0.615069	0.522193	0.490196	0.311526	0.672646	0.323625	0.819672	0.557103	0.661157	0.304878	0.478851
chr22-39000001-40000000	0.876095	1.52027	0.527241	0	0.553598	1.06667	0.2331	0.584795	0.691244	0.56338	0.326264	0.568182	0.491803	0	0.502513
