Bin	pooled_low_Mutant	TCGA-BT-A3PJ	pooled_low_WT	TCGA-BT-A20T	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr2-239326172-240326171	1.82556	1.07212	0.940071	1.37931	0.959233	0.739372	0.606061	1.11235	0.66335	0.756144	0.75188
chr2-240326172-241326171	1.14943	0.619469	1.07181	0.984529	0.477327	0.884086	1.57233	1.57068	1.3373	1.52801	0.733753
chr2-241326172-242326171	0.543478	0.675024	1.08262	1.3459	0.263158	0.199402	0.884956	1.221	1.23267	0.581395	1.21681
chr20-1010001-2010000	0.792079	1.06857	1.00582	0.923483	1.23762	0.704225	1.40449	0.656455	2.16138	0.357782	1.10553
chr20-2010001-3010000	0.750469	1.5582	0.585418	1.11576	0.498753	1.20818	0.558659	0.886918	1.38249	2.14521	1.42132
chr20-4010001-5010000	0.900901	1.24004	0.825083	0.895141	1.37931	1.55251	0.569801	0.934579	2.0202	0.704225	1.50754
chr20-5010001-6010000	0.868056	1.2093	1.17584	0.808625	0.714286	1.07527	0.835655	1.46232	0.577201	4.70383	1.07296
chr20-6010001-7010000	0.744879	0.731261	1.27253	0.94086	2.17391	0.56391	2.71003	1.52505	0.578871	1.47541	1.32653
chr20-7010001-8010000	1.3834	1.53551	1.11857	1.09141	1.68067	1.13314	2.27273	1.59915	0.935829	1.26126	1.61453
chr20-8010001-9010000	1.98198	1.13736	1.19891	0.912647	2.17918	0.95511	0.287356	0.917431	0.983146	1.54639	1.7562
chr20-9010001-10010000	1.6129	1.03093	0.96463	1.62003	0.657895	0.858779	2.45232	0.728408	0.924499	2.32558	1.94076
chr20-10010001-11010000	1.45455	1.86667	1.64384	1.3587	0.733496	1.24283	0.824176	0.932642	0.152905	1.43369	1.72764
chr20-11010001-12010000	2.07156	0.764656	0.885936	1.33511	0.892857	0.631769	1.3624	0.75431	0.580552	1.1925	2.56158
chr20-12010001-13010000	1.5748	1.09389	1.19048	1.20968	0.485437	0.71048	1.65289	0.989011	0.762195	0.874126	1.11223
chr20-13010001-14010000	0.897666	0.788782	0.76087	0.813008	1.20773	1.45322	2.2293	1.07066	0.997151	0.377358	0.300601
chr20-16010001-17010000	1.09689	0.364299	1.07354	1.2	0.472813	0.801425	0.842697	1.14464	0.56338	1.06195	1.75258
chr20-17010001-18010000	0.567108	1.10263	0.635593	0.528402	1.05263	1.0978	0.325733	0.541126	1.07527	2.02703	1.49254
chr20-18010001-19010000	1.24113	2.03686	1.21079	1.26582	0.259067	1.38376	0.290698	0.955414	1.92024	1.07335	1.88679
chr20-19010001-20010000	1.25224	0.970874	0.851517	1.17188	1.02828	0.928505	1.10803	2.39651	1.38889	1.45985	0.922131
chr20-20010001-21010000	2.35507	0.722022	1.8602	0.933333	2.52525	1.40845	0	0.931677	0.714286	1.15321	1.31846
chr20-21010001-22010000	1.10906	0.907441	1.37363	1.43266	1.45985	1.24283	0.940439	0.350058	0.295421	0.343053	1.42857
chr20-22010001-23010000	0.722022	1.49533	1.07009	0.880503	0.769231	1.40056	0.277008	0.768386	0.426136	1.2844	2.09581
chr20-23010001-24010000	1.31579	1.65441	0.91447	1.66667	1.76322	0.738007	0	1.22905	0.658762	1.22807	1.5873
chr20-24010001-25010000	0.956023	0.897666	1.2419	0.603865	0.761421	0.88968	1.68067	1.10011	0.289855	0.656814	1.55925
chr20-30369570-31369569	0.519931	3.08989	0.753187	0.842697	1.05541	2.09372	0.952381	0.930233	1.30081	1.57791	1.42388
chr20-31369570-32369569	1.42602	1.04895	1.62559	0.996264	2.06186	0.938967	1.39665	1.73536	0.698324	0.995025	1.68599
chr20-35369570-36369569	0.561798	1.4652	0.688924	1.43043	1.25	0.956023	0.280112	1.90275	1.08401	1.22164	1.47493
chr20-36369570-37369569	1.03986	0.550964	0.738007	1.41243	1.41844	0.92081	1.14613	1.25571	0.769231	1.45455	1.04167
chr20-37369570-38369569	0.900901	0.854701	1.0037	1.34771	2.17918	0.692384	0.266667	1.19177	0.847458	0.705467	1.02041
chr20-38369570-39369569	0.860585	0.849618	0.856073	1.31406	0.744417	0.79929	0.75188	0.648649	0.56899	1.69779	1.68651
chr20-39369570-40369569	0.754717	0.744879	0.673023	1.29125	0.212766	0.90009	0.8	0.793651	0.834492	2.07972	2.19436
chr20-40369570-41369569	0.706714	1.31926	0.86627	1.30548	0.514139	0.999092	0.564972	1.5625	0.564972	1.26354	1.98745
chr20-41369570-42369569	1.34357	1.05171	1.25204	1.28023	1.51134	1.21043	0.564972	1.57233	1.26939	1.65746	1.02881
chr20-42369570-43369569	1.25224	1.43885	0.955056	1.5873	2.14797	0.634633	0.265252	1.24095	2.391	0.915751	2.19895
chr20-43369570-44369569	1.21107	1.51786	0.906667	1.04439	1.39211	1.41509	1.25	0.96463	0.699301	0.900901	1.28617
chr20-44369570-45369569	0.332226	1.29534	1.35276	0.868486	0.775194	1.45631	1.12994	1.99778	0.810811	1.71527	1.92308
chr20-45369570-46369569	1.83299	1.95904	1.24459	1.33011	0	0.463392	1.47059	1.59272	1.4881	1.35135	1.54321
chr20-46369570-47369569	1.01523	0.797166	1.45003	0.982801	1.23153	1.28977	1.48368	0.623701	1.44509	2.07972	1.82868
chr20-47369570-48369569	0.688468	0.964067	1.15448	2.33516	3.17848	1.20482	4.81928	1.50862	1.12518	1.91972	0.826446
chr20-48369570-49369569	0.694444	1.44535	0.903294	1.04575	1.67866	1.58573	0	1.40845	0.725689	1.62749	1.61464
chr20-49369570-50369569	1.10906	1.17329	0.701944	1.50479	1.57068	1.61137	0.647249	2.41228	0.297177	0.727273	1.11111
chr20-50369570-51369569	1.39442	1.08401	1.16341	0.69735	0.503778	1.47874	2.43902	0.837696	0.711238	2.13144	8.80088
chr20-51369570-52369569	1.7331	0.59778	0.414723	0.65189	0.230947	0.545455	0.636943	0.817996	1.5083	1.33111	1.02249
chr20-52369570-53369569	0.747664	1.12045	0.907635	1.39064	1.25	0.455373	1.15607	1.31723	2.50737	1.59011	0.949367
chr20-53369570-54369569	0.957854	1.28755	1.14817	1.35501	0.717703	0.932836	0.869565	0.758397	0.724638	1.72117	1.5213
chr20-54369570-55369569	1.28913	0.627803	0.817439	1.01911	1.02302	1.32075	0.291545	1.29564	2.13415	0.822368	1.79104
chr20-55369570-56369569	0.93985	1.14035	1.02041	0.674764	0.728155	0.946074	0.909091	1.17899	1.14449	1.53322	1.06383
chr20-56369570-57369569	0.71048	0.877193	1.14643	0.957592	0.705882	0.711111	0.30581	1.51692	1.1544	1.27971	1.29611
chr20-57369570-58369569	1.25899	0.877193	0.986501	1.07672	1.29534	1.04862	2.44648	0.730689	1.26761	0.848896	1.42857
chr20-58369570-59369569	0.621118	1.07047	1.3363	0.699301	2.04082	1.00182	0.84507	0.706357	1.29683	1.25899	1.43541
chr20-59369570-60369569	1.25448	1.0952	1.65204	0.77821	2.43309	1.69014	0.826446	1.13519	0.576369	0.541516	1.5625
chr20-61369570-62369569	1.28913	0.720165	1.44605	0.984529	2.02312	1.05597	0.304878	1.32371	1.76565	2.05224	2.41758
chr21-16288130-17288129	1.00604	0.884173	0.701187	1.13798	1.21951	1.40845	1.20846	1.17773	1.46413	1.8622	1.02857
chr21-17288130-18288129	1.3308	0.887311	1.05497	1.67095	0.501253	1.4245	0.294985	2.04741	0.57971	1.22378	1.17271
chr21-19288130-20288129	1.56556	0.578592	1.02592	1.19363	1.69082	0.644567	1.72414	1.46561	3.42772	0.857633	0.924974
chr21-20288130-21288129	1.71756	0.844278	1.71527	0.535475	2.03046	1.40977	0.549451	1.23318	0.991501	2.17391	1.81818
chr21-21288130-22288129	2.47423	1.40449	1.71821	0.928382	2.80612	1.22295	0.925926	1.05882	0.865801	2.20588	2.47845
chr21-22288130-23288129	2.76596	1.24521	1.57924	0.78637	1.73267	1.51057	1.26582	1.39335	0.618238	2.77778	2.30366
chr21-23288130-24288129	1.68776	1.46924	1.86698	1.11111	0.968523	1.38067	1.51057	1.42388	1.65563	1.2069	1.45903
chr21-24288130-25288129	1.64271	1.21156	1.6763	1.90217	2.00501	1.08588	0.607903	1.38249	0.580552	1.09489	1.7149
chr21-25288130-26288129	1.47368	1.38889	1.86652	1.5625	2.16802	1.42586	0.547945	2.34192	1.52672	1.83639	2.27027
chr21-26288130-27288129	1.66359	1.26354	1.27321	1.88425	1.25	1.1215	0.574713	1.37712	1.3373	3.01418	1.59574
chr21-27288130-28288129	0.963391	1.18227	0.787402	1.52866	0.982801	0.764088	0.58309	1.22631	1.53631	1.37931	1.1
chr21-28288130-29288129	0.628931	0.790861	0.910552	1.14286	1.51515	0.56926	1.69972	1.82208	0.44843	0.899281	1.5448
chr21-29288130-30288129	1.89036	1.76744	1.15385	1.1236	0.483092	1.14286	1.10803	1.50054	1.02639	0.351494	1.06693
chr21-30288130-31288129	0.364299	1.23675	0.645856	0.797872	1.43885	1.30233	1.93906	0.945626	1.43885	1.51515	1.4359
chr21-31288130-32288129	1.56863	1.32626	1.17396	1.56454	0.248756	1.33843	1.14613	1.87638	0.297619	2.3622	0.959488
chr21-32288130-33288129	1.15607	1.3624	1.1976	0.923483	1.62037	1.341	1.42857	1.62162	0.983146	2.12014	0.956023
chr21-33288130-34288129	0.84317	1.43113	0.770812	0.549451	0.229358	1.0101	0.909091	1.5528	0.42796	1.72712	1.06157
chr21-34288130-35288129	0.373134	1.35993	1.3079	1.92572	2.04604	3.36215	0.30303	0.677966	1.33556	0.856164	1.18153
chr21-35288130-36288129	2	0.807899	1.20879	1.23967	0.26178	1.76909	0.58309	1.58061	1.01449	1.76678	1.23457
chr21-37288130-38288129	1.10092	1.21422	0.888395	1.73661	0	1.72414	0.268097	1.94595	1.10041	1.85874	2.17597
chr21-38288130-39288129	1.15385	1.05263	1.20735	1.51934	0	1.00402	2.35294	0.831601	1.08192	0.722022	1.726
chr21-39288130-40288129	0.38835	1.61002	1.12601	0.505051	0.238663	1.01289	0.828729	1.88877	0.862069	0.877193	0.588813
chr21-40288130-41288129	0.183824	1.18505	1.07527	0.776197	0.738916	1.85874	0.533333	1.72228	0.56899	0.392927	1.72239
chr21-41288130-42288129	0.725953	0.918274	1.32304	1.3587	0.851064	1.54143	1.09589	1.16402	0.997151	1.06952	1.54291
chr21-43288130-44288129	1.7762	1.03717	1.29724	1.00575	1.00503	1.11628	0.828729	0.898876	0.465116	1.18644	1.14108
chr21-45288130-46288129	1.28205	1.2951	1.08401	0.581395	0.49505	1.39027	0	1.27462	0.778816	0.968992	1.57835
chr21-46288130-47288129	0.498339	0.668577	0.829187	1.74419	0.7109	0.940439	0.949367	0.830368	0.927357	0.356506	1.64271
chr22-19000001-20000000	1.27273	1.41376	0.341103	0.565771	0.738916	2.14724	0.882353	1.60367	1.34454	1.77515	1.6538
chr22-23000001-24000000	0.714286	0.438596	0.546747	1.06525	0.501253	0.557103	0	0.765864	0.944669	0.518135	0.835946
chr22-26000001-27000000	0.386847	0.78534	0.955921	1.33657	0.656455	1.63191	1.59574	1.11223	0.404313	1.33111	1.001
chr22-27000001-28000000	0.518135	0.700525	0.909091	0.649351	1.75879	0.797872	0.27933	0.738397	0.854701	1.43369	1.90572
chr22-28000001-29000000	0.94518	0.4363	0.594916	0.132979	1.25	1.9962	0	1.26582	1.12994	0.337838	0.501002
chr22-30000001-31000000	1.14068	1.23566	0.93819	1.04012	1.50754	1.12045	1.47059	1.97152	1.35952	2.15827	0.952381
chr22-33000001-34000000	1.51771	0.682012	1.29803	2.06986	0.74813	1.48011	0.302115	1.61987	4.12979	0.666667	0.676329
chr22-34000001-35000000	0.773694	1.44796	0.722222	1.25786	1.45631	1.18443	0.884956	0.732984	1.16279	0.866551	0.714286
chr22-35000001-36000000	1.94346	1.06952	0.535045	2.38095	1.25	0.634633	0.265957	0.839454	2.0202	1.04167	0.717949
chr22-36000001-37000000	1.63934	2.19885	0.791557	0.409277	0.232558	1.18694	1.15607	1.55763	1.44718	5.20646	1.10331
chr22-37000001-38000000	0.897666	1.50177	0.957956	0.95498	1.72043	0.878906	0.623053	0.951374	0.740741	1.8018	0.609756
chr22-39000001-40000000	0.170358	1.5807	1.39121	2.02156	1.45278	1.47638	1.86916	1.08342	1.91458	0.719424	0.961538
chr22-40000001-41000000	0.363636	1.86567	0.689655	0.522876	0.475059	0.735971	1.46628	0.733753	1.21581	1.24777	1.14345
chr22-43000001-44000000	0.714286	0.195695	0.592672	1.56658	0.737101	1.36319	1.02389	1.63043	1.73661	0.546448	0.734523
chr22-44000001-45000000	0.92081	0.365965	0.890373	0.983146	0.672646	0.754717	1.21951	1.00223	1.65165	0.386847	0.758397
chr22-45000001-46000000	1.2939	0.78125	0.821468	1.12045	1.06383	1.4549	1.42857	1.86608	1.79641	1.46789	0.493583
chr22-46000001-47000000	1.66667	1.3346	1.26235	1.5015	1.29534	1.46444	0.609756	1.70648	1.38122	0.97561	1.22449
chr22-47000001-48000000	0.380952	0.570885	0.687104	1.62382	1.53453	1.16959	1.5674	0.782998	1.16861	0.3663	0.759219
chr22-48000001-49000000	0.747664	0.353357	1.09261	2.34483	1.69082	1.00705	1.39276	1.16525	0.463679	0.343053	1.35841
chr22-49000001-50000000	1.25448	0.643382	0.912779	1.92308	0.680272	1.17417	0.623053	0.650759	1.51745	1.0084	1.64654
chr3-1010001-2010000	1.37525	0.88968	1.66021	1.19205	2.45902	0.658514	0.588235	0.982533	1.059	1.65017	1.2333
chr3-2010001-3010000	1.33843	0.78125	1.28342	1.53631	1.04712	1.02136	1.53374	1.2973	2.03762	0.888099	1.15183
chr3-3010001-4010000	1.26126	0.630631	1.29102	1.24844	1.48148	0.541028	0.763359	1.51679	0.894188	0.739372	0.909091
chr3-4010001-5010000	1.62455	1.50442	0.770925	0.769231	0.721154	1.11214	0.539084	1.11857	0.761035	0.47619	0.7431
chr3-5010001-6010000	2.38095	0.969163	0.935094	0.938338	0.228311	1.87835	0.817439	1.02157	1.45773	0.498339	1.22324
chr3-6010001-7010000	1.06383	1.42602	1.70576	0.980392	2.03046	0.929368	0.847458	1.40693	1.44928	1.38889	1.25261
chr3-7010001-8010000	1.85874	1.79415	1.48515	1.29534	0.480769	1.66205	1.76471	1.04932	1.47929	1.05263	1.4014
chr3-8010001-9010000	0.398406	0.86881	0.677789	1.12219	0.932401	0.85389	1.05263	1.63934	0.839161	0.830565	1.23967
chr3-9010001-10010000	0.900901	1.30964	0.98242	1.7931	1.13895	1.08992	1.12994	0.968784	1.11421	1.54374	0.931677
chr3-10010001-11010000	0.856164	2.49141	0.935065	1.42672	2.23464	1.37741	0.547945	0.818833	1.21029	0.682594	0.7431
chr3-11010001-12010000	1.41093	1.26582	1.14679	1.41026	0.686499	1.37615	0.625	1.38593	1.9943	1.21951	0.788955
chr3-12010001-13010000	2.69231	1.72727	1.59236	0.512164	0.5	1.41593	1.8018	1.45414	2.99572	0.904159	1.35841
chr3-13010001-14010000	0.185185	0.367985	1.03567	0.657895	1.14416	1.5121	0	0.807382	0.872093	1.44928	1.50301
chr3-14010001-15010000	0.544465	1.35014	1.40845	0.947226	1.00756	1.38249	1.48368	1.1236	1.37825	0.517241	0.983284
chr3-15010001-16010000	1.46138	0.954033	1.21177	0.819672	1.56658	1.1194	0.306748	0.975081	0.428571	1.37694	0.527426
chr3-16010001-17010000	1.30841	0.907441	0.670795	0.67659	1.18765	1.35624	1.10497	0.212993	0.947226	0.17094	0.507099
chr3-17010001-18010000	0.954198	0.852273	0.545852	1.48048	0.970874	1.05263	0.607903	0.849257	1.443	1.40105	0.3367
chr3-18010001-19010000	1.88324	1.02708	1.05652	1.17647	1.43198	2.00191	3.22581	1.33185	1.43885	0.776398	0.644468
chr3-19010001-20010000	1.63043	1.37363	0.702323	0.923483	0.469484	0.555556	0.611621	0.569476	1.0989	0.993377	0.506073
chr3-20010001-21010000	2.61194	1.38889	1.29241	1.0568	0.512821	1.5748	1.24611	0.852878	1.34731	1.98198	0.812183
chr3-21010001-22010000	0.976562	1.20482	1.25642	1.53203	1.21655	1.28676	1.59744	0.762527	1.68453	1.09091	1.26716
chr3-22010001-23010000	0.779727	1.17012	1.20137	1.07095	1.03627	0.821168	0.549451	1.2848	1.01302	0.94162	0.834202
chr3-23010001-24010000	0.980392	0.742804	1.27283	0.857143	0.729927	1.02326	1.11111	1.37712	1.34731	0.537634	0.519751
chr3-24010001-25010000	0.978474	1.02916	0.786988	1.88172	0.516796	0.764818	0.923077	1.78197	1.443	0.8726	0.578035
chr3-25010001-26010000	0.590551	1.30112	1.09954	1.02041	0.75	1.12465	0.552486	2.72418	0.733138	1.26354	0.419287
chr3-27010001-28010000	1.71429	0.800712	0.752284	1.287	1.22249	1.23223	1.41643	1.07643	0.877193	1.09489	1.0989
chr3-28010001-29010000	0.943396	2.1164	1.03939	0.540541	1.49626	1.2975	1.08992	1.21547	1.37195	1.45396	0.213675
chr3-29010001-30010000	1.01215	1.19595	1.00956	1.44928	0.488998	0.949668	0.536193	1.1236	0.436681	1.6158	1.09769
chr3-30010001-31010000	0.798403	0.884956	0.898045	0.665779	2.82353	1.38889	0.651466	1.08814	1.01597	1.60142	0.842993
chr3-31010001-32010000	0.757576	0.865052	0.862999	0.912647	1.52284	1.05171	0.314465	1.25261	1.15607	0.373832	0.621118
chr3-32010001-33010000	1.42857	0.985663	1.10193	0.544218	0.75188	1.41376	0.2849	0.773481	1.26582	2.25694	0.849257
chr3-33010001-34010000	1.52672	0.8726	0.962627	0.27027	0.721154	0.848256	0.917431	1.359	1.28755	1.08303	0.860215
chr3-34010001-35010000	0.588235	1.31234	0.967742	0.787402	0.473934	1.10922	1.11732	1.9833	1.51099	1.59574	1.28332
chr3-35010001-36010000	0.998004	0.718778	1.13186	0.780234	0.451467	1.0223	0.561798	1.44284	1.41643	0.848896	0.530786
chr3-36010001-37010000	0.636943	1.67131	1.4454	0.764331	1.19048	0.881834	1.0989	1.4756	1.1782	0.810373	0.867679
chr3-37010001-38010000	1.51803	0.78125	1.19565	0.374532	0	1.341	0.543478	0.636267	1.26761	1.31086	0.407747
chr3-38010001-39010000	0.537634	0.772201	0.384615	0.134409	0.806452	2.22437	1.11421	0.43956	1.30246	1.11524	1.01937
chr3-39010001-40010000	0.77821	0.694444	0.641026	0.408719	0.503778	0.824931	1.60428	0.327154	1.04948	0.672269	0.630915
chr3-40010001-41010000	0.517241	0.79929	0.785752	0.771208	0.253807	0.717489	0.568182	1.2931	0.702247	0.75188	1.0582
chr3-41010001-42010000	1.12994	1.08206	1.24014	0.1443	0.253807	0.643974	1.59236	1.76211	1.14943	0.706714	0.308642
chr3-42010001-43010000	1.341	1.01946	0.784753	0.680272	0.740741	1.33206	0.983607	0.319149	1.16788	1.21317	0.394867
chr3-43010001-44010000	0.749064	0.867888	0.480769	0.130548	0.516796	0.727273	1.20482	1.36054	0.735294	1.1925	1.27953
chr3-44010001-45010000	1.23894	1.38376	0.670766	0.823045	1.48883	1.36187	0.529101	1.07991	0.565771	0.326264	1.02459
chr3-45010001-46010000	1.22378	1.11421	1.02647	0.508259	0.473934	0.542005	0.884956	0.986842	0.141243	1.22592	0.395257
chr3-46010001-47010000	0.729927	0.856898	0.966702	0.376884	0.503778	0.824176	1.7341	0.631579	0.147275	1.87075	0.708502
chr3-50010001-51010000	1.36452	1.64534	0.998336	1.01597	1.01523	0.891089	0	0.674916	0.153139	0.909091	0.715746
chr3-52010001-53010000	1.09489	0.823422	1.28492	0.284091	0.997506	2.25269	1.19048	1.55556	0.3003	1.06762	0.222469
chr3-53010001-54010000	1.40598	0.971817	1.22699	0.401606	0.4914	0.871249	2.27273	0.227273	0.698324	1.26126	0.977517
chr3-54010001-55010000	1.26582	0.818926	1.17057	0.384615	0.487805	1.1535	1.16618	1.27119	0.280899	0.865052	0.401204
chr3-55010001-56010000	1.17878	1.49912	1.26652	0.260756	0.248756	0.972763	0.821918	0.549451	0.569801	0.350877	1.16897
chr3-56010001-57010000	1.2024	0.907441	0.900901	1.15681	1.23457	0.940734	1.85185	1.36126	0.748503	0.575816	0.771775
chr3-59010001-60010000	0.94162	0.78125	0.833797	0.128205	0.421053	0.729927	0.539084	0.43956	0.142045	0.904159	0.315126
chr3-61010001-62010000	1.30354	1.56114	1.70517	0.126582	0.968523	0.525394	1.30719	1.17371	0.598802	0.753296	0.720906
chr3-62010001-63010000	0.500835	1.01609	0.92291	0.284091	1.02041	0.919963	1.04439	1.63934	0.739645	1.25224	0.576923
chr3-63010001-64010000	1.25224	0.425532	0.968784	0.797872	1.34409	1.38632	1.1236	1.09529	0.761035	0.357782	0.875274
chr3-64010001-65010000	0.756144	1.09689	1.17515	1.25471	1.00503	0.938967	0.791557	0.654308	0.289436	0.673401	0.81716
chr3-65010001-66010000	0.761905	1.0101	0.785193	0.272109	0.721154	0.735294	0.591716	0.577367	0.42735	1.84843	0.214362
chr3-67010001-68010000	1.12782	1.5887	0.937672	1.16732	1.65485	1.12254	0.802139	1.1828	0.684932	1.10906	0.499002
chr3-68010001-69010000	1.34615	0.620567	1.08873	0.122549	0.977995	1.02516	0.887574	1.06724	0.403769	0.888099	0.815494
chr3-69010001-70010000	0.364299	1.05668	1.24257	0.27137	0.729927	1.12676	0.595238	1.63577	0.146628	0.322581	0.53135
chr3-70010001-71010000	0.732601	0.722674	0.952381	1.23626	1.53061	0.829493	0.598802	1.08932	2.07407	0.674536	0.527983
chr3-71010001-72010000	2.65306	2.08696	0.929978	0.388601	1.04712	1.05364	0.914634	1.31579	0.423131	1.00671	0.736067
chr3-72010001-73010000	1.66976	1.05634	1.09529	0.138889	0.488998	0.824931	1.6129	1.65803	0.442478	1.17647	0.618557
chr3-73010001-74010000	0.421053	1.53846	1.62955	0.262467	1.07817	0.860421	0	0.732984	0.461538	1.0582	0.703518
chr3-74010001-75010000	0.609756	0.607639	0.939746	1.16129	0.240964	1.25604	0.864553	1.05374	0.445765	0.952381	0.598205
chr3-77010001-78010000	1.13852	1.7148	1.33705	0.919842	2.43902	1.17647	2.14724	0.955414	0.294118	1.86916	1.16279
chr3-78010001-79010000	0.809717	0.894454	0.940265	0.710227	0.510204	0.758294	1.03093	0.974026	0.533333	0.968992	0.984683
chr3-79010001-80010000	0.406504	0.915751	1.18913	0.983146	2.04604	0.825593	1.70455	1.09409	0.297177	0.87108	0.536481
chr3-80010001-81010000	0.972763	0.717489	1.54355	0.832178	0.97561	1.10906	0.31348	0.525762	0.302572	0.927644	0.636267
chr3-81010001-82010000	1.4433	0.531444	1.04857	1.06101	1.48515	0.661626	0.970874	0.887902	0.285307	1.22592	0.931677
chr3-82010001-83010000	1.43737	1.29151	1.43971	0.415512	1.75439	1.25725	1.71233	0.901917	1.07692	0.757576	0.854701
chr3-83010001-84010000	1.39442	1.03286	0.858615	0.556328	2.07254	0.468165	1.51057	2.27531	1.4218	1.19454	0.875274
chr3-84010001-85010000	1.35659	1.00917	1.69591	1.02041	1.23457	0.951475	0.943396	0.652884	0.587372	1.23023	0.740741
chr3-86010001-87010000	0.94162	0.834879	1.10132	0.849858	0.726392	0.750469	1.20846	1.50289	1.21581	1.32827	1.12016
chr3-87010001-88010000	0.628931	0.901713	0.717439	1.54044	0.704225	0.680272	0.292398	0.220507	1.31772	0.337838	0.9375
chr3-88010001-89010000	2.05993	0.551978	0.946021	1.3245	0.956938	0.962464	1.47929	0.723888	0.718391	1.44928	0.888889
chr3-89010001-90010000	0.782779	1.23566	1.37438	1.14943	1.19332	1.22642	0.849858	0.678733	0.928793	1.15607	0.639659
chr3-93504855-94504854	0.739372	1.08011	1.465	0.824176	1.23153	1.11421	0.550964	1.30261	1.17474	1.19454	0.594059
chr3-94504855-95504854	2.30126	1.1811	1.62374	1.1544	1.20773	0.77821	0.271003	1.67785	1.44462	0.702988	1.00671
chr3-95504855-96504854	1.74081	1.81984	1.3986	1.12835	1.92308	0.971817	0.877193	0.221484	0.903614	2.01097	1.78384
chr3-96504855-97504854	1.00604	1.16697	1.26655	1.23796	0.533333	0.670498	2.05279	0.430108	0.869565	2	1.05152
chr3-97504855-98504854	1.18812	0.727934	1.00446	0.532623	1.25313	0.956938	0.859599	0.510725	1.61054	0.868056	1.47992
chr3-98504855-99504854	1.35659	1.20818	0.818777	1.75676	0.238663	1.00365	0.573066	0.757576	1.28205	1.07527	1.21212
chr3-99504855-100504854	0.94697	1.68067	1.08324	1.24827	0.819672	2.43218	1.11111	1.68599	1.35747	1.36986	1.98123
chr3-100504855-101504854	1.10701	0.747664	1.38581	0.983146	0.52356	1.05769	0.884956	1.19565	0.432277	0.673401	1.61638
chr3-101504855-102504854	1.33588	0.87108	0.769231	0.557103	1.23153	1.09235	0.859599	1.21951	1.35338	1.35823	0.628272
chr3-102504855-103504854	1.45833	1.23928	1.33488	1.24309	2.06718	0.569801	0.308642	0.641026	1.30246	1.94932	0.936524
chr3-103504855-104504854	0.982318	0.956023	1.72798	0.696379	1.91847	1.75268	1.51057	0.958466	1.6035	1.24113	1.25
chr3-104504855-105504854	0.784314	1.4197	1.06086	0.897436	1.07817	1.70455	2.45902	1.23596	1.57819	0.838926	1.73536
chr3-105504855-106504854	1.00402	1.50177	1.19931	0.787402	1.75439	0.570885	1.68067	1.54525	0.590842	1.44144	0.673725
chr3-106504855-107504854	0.582524	1.06572	1.26027	1.15607	0.744417	1.65593	0.895522	0.897868	1.56919	0.520833	1.51057
chr3-107504855-108504854	0.747664	0.617284	0.620068	1.06525	1.89702	1.08992	1.8018	0.619835	1.46843	0.716846	1.56863
chr3-109504855-110504854	0.618557	1.08696	0.636605	0.932091	1.14416	0.862895	0	1.693	0.590842	0.869565	0.963597
chr3-110504855-111504854	0.182149	1.15248	0.682057	1.25	1.32626	0.840336	0.297619	0.643777	0.562588	1.19863	1.2931
chr3-111504855-112504854	0.934579	1.30095	0.809498	1.04849	0.7109	1.27389	0.280112	0.434783	0.456621	0.848896	1.22951
chr3-112504855-113504854	1.09689	1.18182	0.772201	1.47849	1	1.08597	1.14286	0.651466	1.01302	1.17845	0.853789
chr3-113504855-114504854	0.562852	0.179211	1.2848	1.21131	0.505051	1.03481	1.76471	1.2987	1.62003	0.884956	1.02041
chr3-114504855-115504854	0.382409	1.18182	1.13314	1.1236	1.02041	1.31951	1.21212	1.18534	1.0687	2.02703	1.59405
chr3-115504855-116504854	2.40964	0.902527	0.776484	1.14504	2.13777	0.371402	0	1.00223	1.21212	1.5025	1.30261
chr3-117504855-118504854	0.728597	1.19266	1.59253	0.424328	1.51515	0.905797	0.852273	2.6287	1.32743	0.531915	1.5121
chr3-118504855-119504854	1.14068	0.471698	1.41151	0.859599	1.25	1.07527	0.837989	1.05263	1.40056	1.68539	1.04384
chr3-119504855-120504854	0.686106	0.930233	0.697425	0.952381	1.01266	1.42045	0.574713	1.06157	1.26984	1.20482	1.13169
chr3-121504855-122504854	0.542495	0.946644	1.37931	1.9084	0.529101	1.93015	0.274725	1.21547	0.714286	1.47059	1.4629
chr3-122504855-123504854	0.575816	1.38528	0.809935	1.6129	1.18483	1.23928	2.17984	0.892857	1.0279	0.905797	1.46138
chr3-123504855-124504854	0.699301	1.02136	0.893796	0.620347	0.239808	1.05465	0.867052	0.932642	0.998573	2.35507	0.932642
chr3-124504855-125504854	0.785855	0.713012	0.504767	1.68176	0.934579	1.32576	0.277778	0.929152	0.725689	1.02041	0.95037
chr3-126504855-127504854	0.929368	1.44509	0.902335	1.0929	1.55039	1.54589	0.301205	2.26757	0.879765	0.727273	1.04167
chr3-127504855-128504854	1.25673	0.258844	0.447678	1.95258	0.75188	1.34409	0.27933	1.09051	1.21396	0	2.58532
chr3-128504855-129504854	1.40562	1.86047	2.03607	1.15607	0.4914	1.46386	3.10559	1.33482	1.58046	0.37037	0.917431
