Bin	TCGA-BT-A3PJ	TCGA-DK-A1A7	TCGA-FD-A3N5	TCGA-FT-A3EE	pooled_low_WT	TCGA-BL-A13J	TCGA-BT-A20T	TCGA-BT-A20V	TCGA-BT-A2LA	TCGA-BT-A3PH	TCGA-CF-A27C	TCGA-DK-A1A5	TCGA-DK-A1A6	TCGA-DK-A1AA	TCGA-DK-A1AE	TCGA-DK-A3IL	TCGA-FD-A3N6	TCGA-GD-A2C5	TCGA-H4-A2HQ
chr2-160326172-161326171	1.51176	1.87861	1.29345	0.753769	0.419874	0.573614	0.943396	0.660793	0.595238	0.235294	1.81818	1.36519	2.11149	0	0.831601	0.883652	0.218818	0.58072	0.472367
chr2-161326172-162326171	0.844119	0.283286	1.19048	0.473934	0.994318	0.763359	0.530035	0.431034	0.297619	0.234926	0.824742	0.334448	1.45161	0	0.900901	0.624025	1.07066	0.645856	0.6917
chr2-162326172-163326171	0.921659	1.01597	1.31885	0.650759	1.21049	1.32325	0.642792	0.973236	0.46875	0.467654	0.601202	0.612423	1.67504	1.6129	1.373	0.829187	0.218818	0.771775	2.07129
chr2-163326172-164326171	0.944444	0.638978	1.07616	0.25974	1.20056	0.954198	0.989209	0.907029	0.441176	0.4662	1.43149	1.21753	1.33929	1.39535	1.75824	1.14943	0.692841	0.845411	1.46699
chr2-164326172-165326171	0.960995	1.41243	1.12994	1.25628	0.518135	1.11524	0.930233	0.268097	0.44843	0.398089	1.86722	0.790167	1.9884	0.665188	1.30719	0.603318	0.618557	0.598802	0.997506
chr2-165326172-166326171	1.29171	0.58651	0.97166	0.468384	0.793651	1.6632	0.578035	0.717703	0.453172	0.40032	2.29167	0.904159	0.670578	0.686499	0.212766	0.823723	1.31868	0.682594	0.525561
chr2-166326172-167326171	0.952381	0.884956	1.38662	0	1.21212	1.16959	1.3876	0.697674	0.445765	0.155642	0.8	0.42123	1.40474	0.239808	1.94805	0.297177	0.712589	1.72786	1.18168
chr2-167326172-168326171	0.83426	1.57368	1.06296	0.765306	1.65062	2.13144	1.3712	1.18203	0.314465	0.786164	1.58416	1.44231	1.37875	3.16742	1.55211	3.10192	1.63934	1.96305	1.70859
chr2-168326172-169326171	0.907635	0.737463	1.92878	0.945626	0.819672	1.99601	1.60609	0.483092	0.431034	0.381098	0.992063	0.677392	0.666667	1.44231	0.447427	2.13816	0	1.20746	1.06589
chr2-169326172-170326171	0.825991	1.72911	1.2869	0.464037	0.635145	0.961538	0.84666	0.909091	0.784929	0.493653	0.604839	1.15894	0.334169	0.904977	0.625	1.02041	0.6	1.30178	0.847035
chr2-170326172-171326171	1.42779	0.594354	1.41956	0.952381	1.05263	0.519931	0.628931	0.470588	0.70028	0.229008	0.406504	1.15248	0.599315	0.681818	0.858369	0.875912	1.3363	0.875274	0.6539
chr2-171326172-172326171	0.916936	1.06525	1.0467	0.689655	1.19522	0.361011	0.674374	0.457666	0.426743	0.231481	0.404858	1.23153	0.870253	0	0.668151	0.148148	0.604839	0.113507	0.596604
chr2-172326172-173326171	1.06922	1.01156	1.13723	0.913242	0.753425	0.747664	0.825688	0.652174	0.278552	0.218341	1.59363	2.39931	0.940975	0.688073	0.627615	1.08192	0.863931	0.977199	0.900901
chr2-173326172-174326171	0.92291	0.704225	1.03339	0.464037	0.677966	0.784314	1.27621	0	0.564972	1.1985	0.831601	0.745033	1	0.490196	1.36986	0.949367	1.17096	0.766703	0.644841
chr2-174326172-175326171	1.25204	0.846262	1.30268	1.15741	1.21457	0.362976	0.631199	0	0.683995	0.152905	1.04384	0.849618	0.426257	0.913242	0.959233	0.46875	0.422833	0.778643	0.794045
chr2-175326172-176326171	0.994475	0.892857	0.460123	0.987654	0.898411	0.900901	1.52526	0.454545	0.320513	0.626468	1.16054	1.50442	0.414938	0.902935	0.205339	1.33333	0.444444	1.10701	0.777454
chr2-176326172-177326171	0.611111	0.826446	0.704225	1.1655	1.05116	1.11732	1.60285	0.472813	0.584795	0.383142	1.50862	1.05777	0.97166	0.900901	0.422833	1.31579	0.668151	1.30952	0.870406
chr2-177326172-178326171	0.798631	0.772798	1.47745	0.240964	1.55148	1.1236	0.284091	0.485437	0.417246	0.545171	0.821355	1.1045	1.43946	0.726392	1.24481	1.11465	1.02881	0.628931	0.773694
chr2-178326172-179326171	0.566251	0.60241	0.884956	1.12108	0.860215	1.17878	0.979432	0.692841	0.917431	0.672646	0.419287	1.31234	0.764007	1.13895	1.5873	0.472441	0.934579	1.19956	1.23515
chr2-179326172-180326171	0.729517	2.57576	1.31681	0.232019	1.23297	0.931099	1.07431	0.663717	0.41841	1.14855	1.64609	0.862813	1.39344	1.21065	2.00445	1.30506	0.954654	0.673401	1.30372
chr2-180326172-181326171	0.540833	1.00287	1.00231	0.717703	1.5625	0.567108	0.458716	0.954654	0.647249	0.310559	1.16054	1.20586	1.26883	0.656455	0.619835	1.38249	0.898876	1.90476	0.928936
chr2-181326172-182326171	1.19522	1.27389	0.576369	0.505051	0.358166	1.43885	0.458295	1.01266	0.290698	0.473934	1.1811	1.14192	1.47826	1.57658	1.67715	1.31363	1.43885	1.06007	0.869145
chr2-182326172-183326171	0.840336	0.852273	0.96225	1.06952	0.561798	1.16505	1.27621	0.503778	0.580552	0.501792	1.32743	0.909843	1.35674	2.36407	0.437637	1.19581	0.717703	1.13507	1.21007
chr2-183326172-184326171	0.695249	1.60819	0.941347	0.478469	0.756014	1.15385	2.12766	0.230415	1	0.729927	0.591716	1.06383	1.37104	0.441501	0.43956	0.772798	0.438596	1.3683	1.03578
chr2-184326172-185326171	0.785752	1.31772	0.963082	0.550964	0.886263	0.93985	0.969932	0.4914	0.890208	0.647249	0.806452	1.82292	2.09424	1.57303	0.443459	0.993377	1.93705	1.4977	2.04271
chr2-185326172-186326171	1.26801	0.612557	0.930954	0.714286	1.33136	1.5873	1.2512	1.17096	0.677966	0.539291	1.51188	0.932203	1.06477	2.59434	1.5625	1.73228	3.1401	1.01351	2.03676
chr2-186326172-187326171	1.11794	0.458015	1.373	0.795756	0.848656	2.44821	0.849057	0.4914	0.151515	0.463679	1.04822	0.621118	1.09428	0.985222	1.2685	1.09546	0.907029	0.342075	0.817308
chr2-187326172-188326171	0.716253	1.03397	1.13821	0.503778	0.931232	0.886525	1.07738	0.219298	0.300752	0.298954	1.08225	0.715564	1.33779	0.45977	0.608519	0.500835	0.928074	0.674157	1.2213
chr2-188326172-189326171	0.788732	0.78125	0.77101	1.19904	1.33829	0.375235	0.904977	0.464037	0.301659	0.376506	1.9802	1.02128	1.59933	1.94647	0.657895	1.03448	1.4218	0.908059	1.69173
chr2-189326172-190326171	0.820569	1.33333	1.42965	1.01781	1.1236	0.859107	1.45852	0.251256	0.306748	0.232198	1.11607	0.536673	1.58201	0.907029	1.14679	1.59744	1.82648	1.18343	1.1434
chr2-190326172-191326171	1.3079	1.23839	1.17096	0.911162	0.421053	1.38067	0.872939	0.258398	0.27933	0.998464	1.44928	1.24334	1.63793	0.44843	0.833333	0.873362	0.455581	0.966184	0.303183
chr2-191326172-192326171	0.846561	1.68196	0.876494	0.737101	0.592495	0.787402	0.840336	0.631579	0.144718	0.142045	0.414079	1.29241	0.159236	0.894855	0.632911	1.01449	0.596421	0.894855	0.916104
chr2-192326172-193326171	1.49333	1.35135	0.828937	0.240385	0.615174	2.19124	1.0919	0	0.578035	0.298285	1.12108	0.731707	1.1599	1.43541	0.712589	1.43541	1.78971	0.952381	0.889768
chr2-193326172-194326171	1.25958	1.7991	1.41897	2.14477	2.30548	3.43511	2.22868	1.92308	1.38675	0.684932	1.20968	1.3901	1.60609	5.37084	1.78571	2.9361	1.50376	2.60546	2.23384
chr2-194326172-195326171	1.01294	1.71674	1.52542	1.50754	1.75439	4.22018	1.67754	1.18203	1.22888	0.878594	1.86047	1.44435	2.3431	4.81651	2.55814	2.20472	2.45098	2.48307	2.60391
chr2-195326172-196326171	0.909091	0.887574	1.2012	0.992556	1.61409	3.14233	2.03095	0.674157	0.618238	0.607903	1.51188	1.6158	1.30826	2.97872	2.42826	1.76	1.05263	1.45251	1.6074
chr2-196326172-197326171	0.998336	1.1976	1.36986	0	1.13409	0.75188	0.810811	0.680272	0.438596	0.977444	1.46444	1.06996	0.974817	0.71599	0.21978	0.627943	0.697674	0.354191	0.860832
chr2-197326172-198326171	1.11241	0.590842	0.469116	0.444444	1.44231	1.59681	1.11524	0.234742	0.835655	0.363901	0.183824	0.661704	0.861326	0	1.2931	0.612557	0.447427	0.877193	0.847857
chr2-198326172-199326171	0.393038	2.15385	1.76174	0.873362	1.11732	1.45191	1.3346	1.12108	0.613497	0.526316	1.58014	1.27986	1.07084	1.14416	2.46914	1.20301	0.486618	1.20746	1.40449
chr2-199326172-200326171	0.859107	1.99387	1.08696	0.249377	1.21083	1.80723	1.25725	0.475059	0.787402	0.380807	2.23577	1.34892	2.21654	1.68675	2.8103	1.87793	0.928074	1.47392	2.04778
chr2-200326172-201326171	0.330215	0.330579	0.687548	0.235849	0.764951	0.369686	0.729927	0.934579	0.148588	0.465477	0.793651	0.874891	0.561347	0.453515	0.915332	0.839161	1.23153	0.574713	1.01498
chr2-202326172-203326171	0.565611	0.572246	0.984103	1.4742	1.04918	0.535714	0.702371	0.404858	0.559441	0.839054	0.934579	0.6628	1.04083	1.69492	0.833333	0.429185	0.564972	0.852878	0.483092
chr2-204326172-205326171	0.870511	1.20664	1.11524	0.721154	0.727995	0.194553	0.686695	0	0.714286	1.38889	1.17878	0.665004	1.80476	0.218818	0.423729	1.29032	0.215517	1.00503	1.341
chr2-205326172-206326171	0.827358	0.89955	2.01238	0.481928	1.3324	0.683761	1.42315	0.757576	0.141443	0.443459	2.537	0.497925	1.21359	0.228311	0.668151	0.147275	0.867679	0.831354	0.94518
chr2-206326172-207326171	0.721821	1	0.595238	0.228833	0.891152	0.181488	0.662252	0.431034	0.826446	1.11111	1.52381	1.45278	1.16279	0.454545	0.2331	0.775194	0.854701	1.26292	0.852676
chr2-207326172-208326171	0.774765	2.07101	1.78427	1.21655	0.672948	0.545455	0.753296	0.220264	0.69541	0.450789	0.793651	1.33891	0.983607	0.879121	1.12108	0.447761	0.917431	0.688863	0.993848
chr2-208326172-209326171	0.892857	1.07527	1.74772	0.704225	1.02696	0	0.547945	0.42735	0.55325	1.10759	0.392157	0.760778	0.897227	0.462963	0.404858	0.440529	1.02881	0.570776	0.937808
chr2-210326172-211326171	1.3544	1.60514	0.610221	0.789474	1.12676	0.187266	1.54968	0.488998	0.917431	0.780031	0.646552	0.336417	0.735895	1.03359	0.218818	0.291545	1.2959	1.05634	1.19732
chr2-211326172-212326171	0.502513	1.27479	0.478088	0.888889	1.32867	0.700525	1.07738	0.954654	0.443787	0.381388	1.1976	0.773861	0.84674	1.35135	1.27389	0.314961	0.426439	0.572738	1.07632
chr2-213326172-214326171	1.12108	1.53417	0.840336	0.74813	1.27029	0.543478	0.898473	0	0.449102	0.612089	0.607287	1.47955	1.14841	0.235849	0.856531	0.161551	1.43541	1.21681	1.19389
chr2-215326172-216326171	1.41458	0.693481	0.227618	1.47783	1.01078	0	0.867052	0.845666	0.27894	0.671642	1.23457	0.518583	0.721154	1.16822	0.220264	0.464396	0.845666	1.13122	0.88993
chr2-216326172-217326171	1.17647	0.745156	0.474308	0.522193	0.632911	0.591716	0.828729	0.697674	0.422535	0.421941	0.390625	0.475436	0.543901	0.808081	0.652174	0.308642	0.938967	0.555556	0.521327
chr2-217326172-218326171	1.07875	0.57971	0.473934	0.462963	0.814111	0.554529	1.71086	0.214133	0.824176	0.429185	0	0.630915	0.712589	0.412371	1.03306	1.16618	1.17417	1.5748	0.56953
chr2-218326172-219326171	0.853333	1.66667	0.462606	0	0.610583	0.176678	0.888099	0.45045	1.02941	0.348189	0.720721	0.584795	0.703125	0.433839	1.04384	0.276625	0.199601	0.660793	1.45335
chr2-219326172-220326171	0.969305	0.957592	0.819672	0.224719	0.627353	0.513699	1.32325	0	0.128535	0.852053	1.1257	1.02767	0.45283	0.890869	3.17125	0.277778	0.551471	0.739958	0.860421
chr2-220326172-221326171	1.25136	1.11421	0.529501	0.462963	0.753425	0.184843	0.837209	0.204918	0.554785	0.734754	0.948767	0.815661	0.7109	0.434783	0.845666	0.56338	0.862069	1.11111	0.807217
chr2-221326172-222326171	0.999445	1.29683	0.615858	0.737101	0.775194	0.929368	0.630063	0.455581	0.314465	0.453858	1.01833	0.933786	0.163399	0.892857	1.4553	0.29985	1.23967	0.617284	0.566038
chr2-222326172-223326171	1.09469	0.961538	0.234009	0.977995	0.688231	0.183824	0.599829	0.429185	0.97493	0.674663	0.662252	1.3617	1.01266	1.40845	0	0.58309	0.641026	0.929152	0.875173
chr2-223326172-224326171	0.823271	1.33333	0.387597	0	0.770308	0.189036	0.998185	0.442478	0	0.443131	1.59091	0.658979	0.255537	0.663717	1.25523	0.432277	0.642398	0.674157	0.829876
chr2-224326172-225326171	0.865333	1.40845	1.00619	0.977995	0.5996	0.589391	0.94518	0.436681	0.431034	0.450113	0.976562	0.71885	1.11492	1.1236	1.73536	0.917431	0.631579	0.579374	0.918762
chr2-225326172-226326171	1.26792	1.68776	0.230769	0.761421	0.784034	1.06952	1.38504	0	0.718391	0.521221	0.411523	0.762712	0.241546	0.480769	1.51844	1.24805	0.221729	0.935673	0.77332
chr2-226326172-227326171	0.815661	1.03704	0.386997	0	0.707214	0.943396	0.840336	0.229358	0.613497	0.157604	0.421941	0.904605	0.247117	1.4742	0.447427	0.941915	0.653595	0.700935	0.872516
chr2-227326172-228326171	1.26932	1.57143	0.487409	0.49505	0.603622	0.185529	1.02421	0.475059	0.293686	0.526316	0.423729	0.612423	0.654129	0.691244	1.76211	0.306748	0.199601	0.94451	1.08002
chr2-228326172-229326171	0.375134	0.443787	0.88	0.729927	0.983146	1.21107	0.819672	0.2331	0.680272	0.569801	1.51844	1.22951	1.49875	1.15207	1.10375	0.605144	1.0661	1.25	1.1194
chr2-229326172-230326171	0.952381	0.918836	0.86546	0.705882	0.69541	0.806452	1.81298	0.956938	1.66667	0.53313	1.0846	1.20482	1.26283	1.7094	1.51188	0.878477	1.31291	1.69683	1.36278
chr2-230326172-231326171	1.06383	1.36986	0.377074	0.696056	0.591716	0.186567	1.22915	0.480769	0.707214	1.27341	0.198807	0.831947	0.585774	0.627615	0.590551	0.292398	0.206612	1.64294	1.32179
chr2-231326172-232326171	0.959488	1.13924	0.694444	1.16279	0.396825	0.909091	1.16175	0	0.677507	0.46332	0.770713	0.503356	0.568182	0.854701	1.39442	0.3003	0.95057	0.573394	0.474383
chr2-234326172-235326171	0.992282	1.39319	0.653595	0.236967	0.724161	0.18622	1.60285	0.419287	0.26178	0.365497	0.638298	0.506757	1.38549	0.663717	1.37255	0.569801	0.811359	1.0101	0.903471
chr2-235326172-236326171	0.692595	0.872093	0.464756	0.694444	1.02894	0.361664	0.891266	0.860215	0.544959	0.28777	1.14286	0.563607	0.809717	0.668151	1.002	0.574713	1.02249	0.515464	0.889513
chr2-236326172-237326171	1.07124	0.942127	0.453858	0.653595	0.720721	0.345423	0.701139	0.416667	0.691244	0.292184	1.08225	0.736498	1.03751	0.458716	1.39442	0.287356	0.793651	1.25523	0.67731
chr2-237326172-238326171	0.61792	0.733138	0.309837	0.454545	0.653168	0	0.795756	0.220751	0.424328	0.364964	0.185185	0.852515	1.12269	0.454545	1.41414	0.692521	0.941176	0.323974	0.411335
chr2-238326172-239326171	0.966702	1.9305	0.295203	0.909091	0.314663	0.541516	1.30208	0.197239	0.352113	0.694981	1.35659	0.668338	0.477707	0.205761	1.49813	0.144509	0.860215	0.645161	0.49151
chr2-239326172-240326171	1.02623	0.957592	0.562701	1.65877	1.05402	0.961538	1.08794	0	0.974421	0.571429	0.78125	1.07261	0.754401	0.422833	0.978474	0.423729	0.4329	0.900901	0.870827
chr2-240326172-241326171	0.704607	1.3624	0.31746	0.470588	0.82435	1.3913	1	0	0.506971	0.666173	1.40845	1.55039	0.947867	1.75055	0.410678	0.55788	1.37525	1.98123	0.811456
chr2-241326172-242326171	0.635593	0.615764	0.750188	0	1.06383	0.505902	0.934579	0.182149	0.475059	0.588668	0.740741	1.10076	1.03175	0.407332	0.965251	0.369914	0.175747	0.570776	0.745921
chr20-1010001-2010000	0.902335	0.418994	0.832073	1.74292	1.14865	0.93985	0.795756	0.646552	0.85592	0.841515	1.18343	0.680851	1.74881	0	0.875274	0.689655	0.433839	0.345622	0.694123
chr20-2010001-3010000	1.24594	1.40056	0.58309	1.40187	0.584036	0.525394	0.807899	0.422833	0.262467	1.25092	0.377358	1.09152	0.870253	0.862069	0.617284	0.409836	1.77866	1.52174	0.834106
chr20-4010001-5010000	0.920411	0.544218	0.967982	1.2285	1.03493	0.915751	0.696258	0.823045	1.31234	1.39092	0.592885	0.884956	1.4827	0.417537	1.71674	0.870827	0.210526	0.543478	1.00091
chr20-5010001-6010000	1.33929	1.27298	1.16099	0.856531	0.711514	0.744879	0.819672	0.224719	0.524246	1.15385	0.571429	1.28535	0.4	0.464037	1.25786	0.749625	0.83682	3.40285	0.726392
chr20-6010001-7010000	0.88741	0.725689	1.01404	1.94647	1.20887	1.52091	0.930233	0	1.61527	0.694981	2.45283	1.58996	0.498753	0.440529	1.77778	1.06222	0.821355	1.35417	1.23281
chr20-7010001-8010000	1.26509	0.471698	1.18606	1.57068	0.97493	2.72374	1.2987	0.934579	1.44231	1.17463	1.7341	1.35593	1.23648	1.6055	0.609756	0.776398	1.0989	1.65485	1.81992
chr20-8010001-9010000	1.23126	0.917431	1.13556	3.66492	0.962199	1.07143	0.801425	1.15741	1.7316	1.07941	0.4	0.902379	0.819001	2.35294	0.653595	1.45396	0.221239	1.55902	1.36319
chr20-9010001-10010000	0.958286	1.30435	0.992366	1.25313	0.73187	2.58303	1.56403	1.92771	0.929615	1.02443	2.01207	1.06732	0.69869	0.757576	0.202429	0.886263	0.904977	1.88235	1.57518
chr20-10010001-11010000	1.68022	1.75695	0.814815	1.69492	1.40746	0.383877	1.11628	2.15054	1	1.00386	0.986193	0.712589	0.426257	0.696056	0.828157	1.06707	1.07527	0.918485	1.22066
chr20-11010001-12010000	0.91447	0.727802	1.14679	2.73632	0.899032	0.363636	1.30964	2.03562	0.860832	0.589102	1.22699	0.762066	0.501672	1.17096	0.223214	0.913242	1.5625	0.984683	1.58434
chr20-12010001-13010000	1.29651	0.768049	1.38568	0.744417	0.913563	2.65655	0.938967	1.19048	0.870827	0.666667	2.14844	0.868056	0.945017	0.963855	0.977995	0.63593	1.08696	0.915332	1.13906
chr20-13010001-14010000	0.949367	0.841515	1.02362	1.38889	1.05708	1.15163	0.91659	1.12867	1.02639	1.47059	1.55556	1.07172	0.710339	0.652174	0.742115	0.947867	1.02459	0.821596	0.70688
chr20-16010001-17010000	0.937155	0.890208	1.36882	1.17371	1.06534	1.25448	1.36861	2.47525	0.292826	0.95518	0.574713	0.96	0.490196	1.0395	0.431965	0.15625	0.431034	1.00784	1.39961
chr20-17010001-18010000	1.15729	0.875912	1.04839	0.224215	0.732845	1.05448	0.806452	0.614754	0.552486	1.01881	0.851064	0.646726	0.930626	1.33929	0.598802	1.32743	0.413223	1.50376	1.38953
chr20-18010001-19010000	1.79294	0.977654	0.906344	0.755668	0.781759	0.948767	0.854701	1.37931	0.447094	1.3363	0.419287	1.21261	1.40845	0.433839	1.08696	1.17994	0.410678	1.01925	1.39222
chr20-19010001-20010000	0.900901	1.19363	1.22324	1.23457	0.648929	0.700525	1.09489	0.680272	1.37195	0.75643	1.15607	1.84409	1.16279	1.16279	0.653595	0.769231	0.792079	1.02389	1.20948
chr20-20010001-21010000	0.969305	1.38037	1.26771	0.923788	0.637394	1.11732	0.81448	2.1692	1.93165	1.13809	0.375235	1.03503	0.555997	4.80769	1.62413	0.589971	0.614754	0.876232	1.06729
chr20-21010001-22010000	1.00167	0.704225	0.934579	0.480769	1.23217	1.69492	1.23574	1.73536	1.0989	1.2782	0.826446	0.358423	1.00167	0.921659	1.44033	0.873362	1.2848	0.542888	1.66367
chr20-22010001-23010000	1.24929	1.39969	0.866142	1.91388	0.980392	1.0772	1.14437	1.8018	0.868307	1.35135	0.788955	0.772532	0.714286	2.20588	0.696056	1.62482	0.627615	1.10024	1.6033
chr20-23010001-24010000	1.63399	1.30624	1.19048	1.18765	0.819672	1.08108	1.32159	1.0917	1.41844	0.671642	0.215983	1.18946	0.469851	0.657895	0.621118	0.948509	0.630252	0.877193	1.04812
chr20-24010001-25010000	0.875274	0.805369	0.991609	1.26582	0.762389	1.44404	0.608167	2.05011	0.542741	0.789663	1.38067	0.931414	0.243704	1.16279	0.21097	1.18519	1.0917	0.612245	1.46572
chr20-30369570-31369569	2.20215	0.667557	0.742942	1.54525	1.01078	0.535714	0.547445	0	0.516796	2.10053	1.05485	0.858369	0.910596	0	0.398406	0.57554	0.393701	1.41509	1.14833
chr20-31369570-32369569	1.11583	1.44357	0.820283	1.16822	1.32911	2.00669	0.860585	1.68776	1.287	0.944767	1.14504	1.63399	0.471698	0.204082	0.594059	0.924703	1.417	0.650054	1.01805
chr20-35369570-36369569	1.47945	0.269542	0.965108	1.63934	0.490497	1.84502	1.46174	0.847458	1.17801	1.0355	0.196078	1.94553	0.995406	0.959233	0.851064	0.564175	0.428266	1.08578	1.01899
chr20-36369570-37369569	0.71311	1.12202	0.80292	0.647948	0.962773	1.34875	1.14068	0	1.17188	0.787966	0.990099	1.03448	0.599315	0.862069	0.19802	0.387097	0.412371	1.11732	0.654511
chr20-37369570-38369569	1.39635	1.04012	0.739098	0.722892	0.873908	1.10906	1.5887	0.888889	1.67364	0.696594	0.564972	1.3267	1.05777	1.41176	1.06157	1.33136	1.09649	0.898876	1.1611
chr20-38369570-39369569	1.06496	1.2012	1.62162	1.67464	1.12994	0.381679	1.07047	2.04082	0.865801	0.947522	0.548446	0.819672	0.889968	0.694444	0.204499	0.718391	0.227273	1.92513	1.43852
chr20-39369570-40369569	1.06323	2.07407	1.39969	0.473934	0.745257	1.11524	1.05163	0	0.126904	0.709723	0.750469	0.77187	0.627943	0.702576	1.58371	0.857143	0.612245	1.60256	1.29151
chr20-40369570-41369569	1.40845	0.712251	0.990854	1.43885	1.5884	1.06762	1.46654	0.722892	1.30246	1.11857	1.59363	1.46699	1.08333	1.30719	1.0352	0.704225	2.0595	1.63743	2.26095
chr20-41369570-42369569	1.28894	1.31387	1.35783	1.36674	1.08765	0.687285	1.2963	1.73913	1.26404	1.15774	0.60241	1.43426	1.18297	1.37931	1.02669	1.09141	1.31868	1.37773	1.83529
chr20-42369570-43369569	1.36314	1.37931	0.769231	0.900901	0.985545	0.543478	1.60714	0.449438	1.28205	0.650759	0.189753	0.941915	1.57233	0.659341	1.43149	0.727802	0.567108	0.808314	1.45882
chr20-43369570-44369569	1.06213	1.25698	1.26482	0.923788	1.01351	0.361664	0.903342	0.468384	1.0582	1.4383	1.05708	0.906843	0.47356	0.840336	0.660793	0.705219	0.4329	0.803674	1.15053
chr20-44369570-45369569	1.50728	0.549451	0.819062	0.462963	1.7094	0.862069	0.825083	0.413223	0.67659	1.19314	1.33588	1.70871	0.589536	0	0.208768	1.5896	0.779727	1.19177	1.05167
chr20-45369570-46369569	1.66407	0.692521	1.25196	3.37349	1.18812	0.525394	1.20275	0.197239	0.275862	0.443459	1.39442	1.26156	1.21163	0.231481	0.630252	0.694444	1.47679	0.839454	0.994318
chr20-46369570-47369569	1.1117	1.01394	1.08617	1.20192	1.46879	1.40845	1.02916	0.224719	1.18421	1.3624	1.417	0.766871	1.31796	1.65094	1.02041	0.887574	0.38835	1.43965	1.79724
chr20-47369570-48369569	0.898045	0.957592	0.457317	0	1.37886	0.905797	1.72727	0.714286	1.99734	1.24088	3.99202	1.29136	0.733496	0.852878	0.425532	0.558659	0.406504	1.3363	0.697674
chr20-48369570-49369569	1.18089	1.12676	0.43573	1.62413	0.74813	0.361664	1.14135	0	1.21655	1.48588	0.184162	1.36635	0.818331	0.2	0.592885	1.05541	0.404858	1.32597	1.28388
chr20-49369570-50369569	1.21614	1.69492	1.24127	1.07296	0.765795	0.572519	1.6129	0.707547	1.18421	1.24633	0.414079	2.08668	0.489796	0.453515	0.389105	0.583942	0.614754	0.688073	0.91617
chr20-50369570-51369569	0.717835	1.00575	1.26206	1.42857	1.04918	0.912409	1.03774	1.23711	0.964187	1.65041	1.89873	1.1254	0.577558	0.211416	0.809717	1.02339	0.892857	1.69875	4.53894
chr20-51369570-52369569	0.755532	1.7341	0.975244	2.05011	0.708763	1.1194	0.637523	0.225734	0.640205	0.583516	0.639659	0.712025	1.09244	0.442478	0	0.589102	0	1.2973	0.983768
chr20-52369570-53369569	1.17911	0.659631	1.16822	0.995025	1.14943	1.34615	1.07143	0.243902	1.2766	0.593472	1.2024	1.0952	1.60881	0.451467	0.814664	0.778816	0.630252	2.04082	0.821653
chr20-53369570-54369569	1.50054	1.59236	1.21581	0.913242	1.48515	1.44665	1.38122	0.484262	1.41643	1.00697	0.867679	0.82713	1.15416	0.689655	1.0989	1.17647	1.79372	2.07373	1.35725
chr20-54369570-55369569	0.814775	0.798935	0.975976	1.64706	1.04312	1.20275	0.947459	0.663717	1.31004	1.27532	0.206612	1.14236	1.56895	1.86916	0.793651	1.23077	0.843882	0.743889	1.55749
chr20-55369570-56369569	1.09833	0.540541	1.67555	0.222717	0.764818	1.52091	0.70922	0.204082	1.02828	0.725689	0.770713	0.982801	0.998464	0.456621	0.566038	1.23967	0.385356	1.33333	1.13276
chr20-56369570-57369569	0.97035	0.791557	1	1.73267	1.1236	0.838926	0.634633	0.4158	0.772201	0.771388	0.392927	1.28977	0.872324	1.13636	0.938086	1.7931	0.773694	1.00334	1.21294
chr20-57369570-58369569	0.815217	1.46277	0.841622	1.67064	0.86741	0.525394	0.911577	1.42857	0.917431	0.981873	2.24949	0.534351	1.61043	2.76008	0.421941	2.04082	1.87266	0.966702	1.22757
chr20-58369570-59369569	0.873362	1.58046	1.02121	1.30208	1.9411	1.81159	1.32827	1.85567	1.62482	0.946143	0.798403	0.873016	1.63399	0.502513	1.67364	2.53968	0.421053	1.25285	1.5661
chr20-59369570-60369569	1.48414	1.46667	0.727802	0.985222	1.93705	1.53846	0.958188	0.779727	1.39417	1.62602	0.739372	1.25885	1.41956	1.33333	1.09649	1.5873	1.50376	0.895857	1.89019
chr20-61369570-62369569	0.835655	1.59314	0.580973	1.59046	2.10706	0.616333	1.09705	0.352113	1.12613	0.962963	0.857633	1.39116	1.30368	0.380952	0.931099	1.76322	0.819672	1.50376	1.40271
chr21-16288130-17288129	0.849708	1.06061	0.794913	1.18203	0.469484	0.550459	0.883219	0	0.729927	1.48554	0.852878	1.17548	1.33556	0.890869	0.856531	1.4658	0.902935	1.66271	0.641342
chr21-17288130-18288129	0.996126	1.22324	1.18483	0.702576	1.19048	3.16901	1.67845	0.452489	1.02941	1.38568	0.639659	2.00334	1.41549	0.875274	0.47619	0.805153	0.660793	1.11235	1.42576
chr21-19288130-20288129	0.921128	1.80451	1.59363	0.714286	1.19972	2.42086	2.29148	1.19904	1.65913	1.07775	1.64948	1.65939	3.79427	1.65485	0.863931	0.923077	0.843882	1.59635	1.61214
chr21-20288130-21288129	1.02681	1.74419	1.14242	1.19332	2.16606	4.16667	1.68856	0.669643	2.68657	2.20532	2.14008	1.64931	1.97206	5.12821	3.11751	1.84564	3.2967	2.2646	2.45515
chr21-21288130-22288129	1.47643	1.7192	1.4658	1.6092	2.45065	4.42308	1.43498	0.717703	3.2967	1.61538	1.07759	1.42857	2.63374	4.96454	2.68293	2.57235	2.40175	3.58852	3.47994
